IR,Red
66604,72107
66608,72075
66651,72088
66625,72083
66635,72073
66589,72095
66609,72059
66579,72084
66591,72025
66565,72046
66564,71967
66591,71997
66559,71937
66575,71951
66548,71944
66543,71929
66533,71936
66573,71926
66536,71930
66573,71888
66530,71932
66534,71910
66535,71926
66545,71879
66555,71917
66540,71889
66554,71899
66516,71896
66533,71896
66527,71928
66541,71894
66560,71943
66541,71899
66591,71944
66535,71906
66566,71934
66533,71941
66538,71931
66538,71947
66568,71934
66533,71934
66532,71924
66567,71943
66527,71914
66596,71940
66539,71931
66570,71943
66538,71951
66551,71949
66576,71953
66573,71930
66553,71997
66555,71938
66599,71964
66545,71956
66590,71957
66550,71950
66576,71961
66546,71977
66593,71952
66551,72007
66566,71990
66573,71997
66561,71982
66579,72001
66552,71972
66596,71974
66566,71993
66588,71998
66542,72014
66573,72000
66579,72013
66556,71991
66606,72037
66575,72008
66602,72010
66562,72034
66555,72007
66579,72045
66560,72007
66596,72030
66589,72031
66594,72048
66587,72046
66599,72048
66560,72047
66589,72024
66568,72053
66586,72053
66580,72099
66597,72069
66589,72086
66604,72056
66627,72088
66595,72059
66610,72039
66582,72056
66564,72017
66578,72027
66570,71958
66578,71983
66541,71950
66558,71942
66520,71932
66559,71929
66506,71941
66540,71918
66525,71924
66522,71901
66524,71923
66529,71874
66537,71893
66504,71863
66531,71874
66497,71876
66542,71863
66497,71896
66518,71859
66486,71908
66502,71870
66512,71925
66507,71884
66544,71894
66538,71895
66543,71903
66513,71864
66548,71909
66521,71907
66539,71909
66526,71928
66515,71900
66525,71925
66539,71910
66529,71905
66519,71900
66529,71932
66507,71894
66526,71935
66517,71903
66552,71957
66535,71901
66585,71926
66533,71930
66550,71929
66520,71977
66552,71939
66527,71979
66523,71928
66523,71966
66534,71959
66543,71949
66531,71924
66555,71978
66533,71968
66569,71959
66519,71986
66557,71994
66530,72004
66545,71962
66522,72016
66545,71975
66546,71999
66556,71978
66574,71998
66547,71991
66564,72001
66542,71989
66581,72017
66543,72026
66542,72014
66550,72073
66555,72013
66584,72042
66560,72019
66588,72038
66557,72028
66601,72043
66557,72053
66572,72038
66553,72087
66563,72056
66578,72086
66567,72062
66579,72081
66583,72047
66586,72078
66568,72054
66583,72074
66540,72052
66573,72012
66531,72013
66532,71950
66555,71986
66517,71932
66542,71943
66517,71891
66531,71902
66497,71904
66512,71891
66497,71929
66521,71896
66495,71907
66488,71863
66509,71878
66501,71869
66520,71889
66500,71867
66524,71871
66489,71878
66517,71844
66477,71884
66505,71868
66472,71889
66535,71873
66468,71932
66521,71895
66509,71934
66503,71893
66515,71941
66506,71885
66530,71923
66512,71908
66542,71899
66509,71906
66527,71907
66488,71911
66501,71917
66503,71949
66502,71902
66508,71947
66520,71925
66521,71949
66505,71913
66550,71944
66507,71913
66563,71937
66494,71940
66535,71944
66507,71964
66528,71948
66496,71960
66528,71949
66523,71968
66509,71928
66541,71986
66513,71950
66539,72002
66526,71948
66546,71967
66530,71986
66538,71988
66505,71994
66539,71979
66522,72021
66529,71993
66555,72009
66513,71991
66551,72011
66543,72000
66557,72007
66517,72024
66542,71985
66524,72023
66563,72018
66531,72042
66524,72026
66546,72039
66546,72015
66574,72006
66532,72021
66563,72045
66540,72036
66555,72025
66525,72045
66554,72035
66515,72013
66510,71943
66533,71980
66508,71904
66530,71911
66502,71916
66504,71889
66494,71899
66499,71873
66462,71931
66509,71871
66486,71919
66464,71867
66494,71874
66493,71851
66491,71885
66490,71864
66523,71856
66469,71845
66501,71868
66460,71917
66503,71876
66455,71906
66488,71902
66459,71914
66512,71909
66490,71926
66477,71875
66475,71938
66496,71895
66510,71916
66496,71890
66505,71896
66473,71913
66495,71897
66486,71935
66486,71882
66502,71932
66497,71906
66548,71931
66503,71910
66511,71920
66488,71919
66530,71925
66495,71939
66507,71942
66500,71957
66506,71939
66474,71973
66499,71943
66507,71969
66511,71974
66506,71979
66501,71945
66548,71987
66514,71966
66539,71967
66514,71976
66535,71969
66507,72022
66511,71985
66514,72028
66527,71986
66516,72016
66518,71982
66559,71982
66516,72005
66541,72023
66517,71994
66543,72009
66534,72021
66535,72019
66514,72065
66514,72029
66535,72046
66523,72032
66547,72054
66542,72020
66551,72033
66525,72053
66567,72055
66541,72053
66560,72057
66534,72092
66539,72068
66552,72061
66526,72020
66549,72001
66511,71992
66547,71980
66501,71969
66495,71968
66478,71922
66484,71901
66469,71913
66482,71901
66449,71924
66475,71883
66485,71907
66474,71870
66498,71894
66469,71858
66458,71888
66474,71843
66487,71889
66446,71870
66490,71865
66463,71872
66461,71866
66455,71882
66459,71876
66478,71898
66483,71878
66478,71918
66465,71887
66510,71894
66479,71904
66482,71885
66468,71959
66481,71897
66466,71936
66463,71885
66506,71926
66452,71904
66500,71929
66487,71889
66498,71910
66494,71913
66503,71924
66454,71946
66500,71919
66468,71962
66489,71925
66472,71955
66482,71919
66496,71953
66487,71915
66492,71950
66474,71939
66492,71954
66470,71980
66494,71959
66503,71943
66487,71946
66556,72006
66483,71948
66509,71963
66479,71953
66526,71972
66511,71995
66520,71969
66503,71988
66524,71973
66492,72025
66520,71979
66511,72013
66516,72002
66508,72024
66507,72006
66543,72020
66511,72000
66541,72013
66517,72023
66498,72023
66499,72036
66522,72015
66531,72063
66524,72032
66542,72055
66529,72042
66536,72041
66509,72056
66545,72052
66535,72077
66526,72076
66530,72055
66557,72070
66511,72056
66509,72019
66492,72019
66490,71988
66499,72001
66499,71967
66508,71951
66474,71926
66492,71891
66465,71900
66485,71895
66438,71904
66472,71874
66464,71907
66469,71863
66494,71889
66446,71860
66493,71855
66445,71875
66456,71863
66434,71900
66480,71860
66424,71889
66487,71860
66443,71909
66459,71885
66484,71904
66457,71880
66487,71902
66472,71898
66479,71869
66461,71906
66480,71897
66465,71918
66471,71890
66454,71938
66477,71910
66463,71906
66466,71874
66463,71910
66460,71897
66494,71928
66484,71910
66479,71915
66448,71926
66492,71926
66485,71930
66494,71933
66455,71963
66466,71926
66475,71960
66463,71933
66515,71967
66469,71944
66526,71965
66489,71942
66512,71969
66496,71982
66497,71972
66462,71986
66492,71960
66475,71993
66488,71995
66484,72003
66468,71951
66534,71987
66490,71955
66507,71991
66515,71986
66502,71992
66486,72042
66513,72004
66504,72017
66490,72003
66541,72019
66482,72008
66518,72016
66488,72025
66510,72037
66497,72057
66511,72041
66507,72068
66511,72046
66532,72047
66504,72029
66543,72084
66513,72059
66513,72045
66479,72075
66497,71995
66480,72014
66480,71944
66475,71945
66478,71917
66490,71927
66458,71898
66468,71886
66433,71914
66467,71864
66427,71889
66447,71866
66432,71868
66473,71868
66428,71899
66427,71863
66444,71878
66440,71861
66439,71877
66444,71861
66438,71893
66435,71871
66449,71902
66426,71854
66460,71893
66437,71861
66473,71890
66420,71885
66445,71890
66453,71908
66425,71893
66453,71917
66428,71894
66451,71920
66450,71886
66469,71897
66448,71901
66480,71918
66446,71909
66470,71908
66468,71897
66477,71911
66474,71917
66455,71899
66444,71958
66461,71930
66441,71978
66471,71941
66460,71966
66451,71950
66477,71955
66463,71939
66465,71976
66453,71938
66473,71968
66461,71944
66498,71968
66464,71960
66491,71962
66450,72001
66497,71995
66429,72014
66487,71981
66474,71991
66473,71983
66485,72001
66464,71958
66506,72004
66448,71998
66505,71989
66473,72000
66508,71999
66479,72022
66491,72014
66453,72043
66482,72029
66496,72055
66483,72038
66471,72057
66493,72008
66495,72022
66469,72000
66472,71964
66446,71969
66461,71944
66442,71945
66443,71916
66462,71902
66426,71860
66476,71886
66422,71849
66444,71883
66421,71874
66445,71849
66409,71896
66435,71868
66402,71883
66415,71847
66410,71896
66415,71846
66422,71872
66414,71846
66444,71877
66432,71851
66475,71874
66428,71878
66441,71879
66416,71892
66459,71894
66434,71940
66412,71894
66447,71902
66406,71889
66448,71898
66438,71891
66457,71888
66422,71891
66437,71882
66429,71894
66456,71903
66400,71910
66429,71906
66407,71928
66431,71901
66439,71925
66437,71912
66473,71942
66439,71916
66459,71931
66440,71932
66473,71951
66447,71940
66462,71952
66435,71952
66445,71945
66450,71972
66461,71947
66450,72006
66459,71956
66476,71983
66449,71944
66497,71985
66455,71985
66463,71967
66431,72015
66447,72002
66462,71986
66460,71986
66471,72001
66476,71986
66473,72010
66455,71987
66494,72027
66459,71996
66499,72007
66452,72041
66486,72010
66442,72039
66478,72001
66424,72023
66449,71967
66452,71953
66414,71940
66425,71912
66425,71907
66430,71898
66405,71905
66418,71883
66415,71887
66432,71871
66439,71889
66401,71842
66430,71875
66402,71863
66430,71843
66380,71863
66397,71840
66386,71900
66398,71837
66388,71859
66372,71833
66443,71861
66402,71846
66411,71860
66408,71843
66421,71856
66412,71862
66420,71872
66392,71900
66405,71871
66383,71915
66402,71885
66410,71905
66417,71874
66411,71894
66409,71862
66441,71889
66416,71890
66447,71887
66423,71898
66420,71903
66388,71940
66400,71893
66401,71942
66403,71921
66414,71937
66415,71890
66438,71927
66423,71925
66443,71929
66417,71936
66415,71926
66417,71946
66412,71933
66459,71950
66441,71929
66493,71965
66433,71952
66465,71960
66423,71953
66440,71948
66422,71985
66421,71942
66444,71993
66427,71956
66462,71967
66443,71957
66461,72005
66438,71981
66464,71994
66426,71985
66461,71990
66430,71999
66435,71990
66446,72034
66458,71990
66448,72055
66457,72003
66470,72022
66455,72046
66486,72037
66447,72062
66461,72030
66447,72075
66473,72042
66500,72060
66464,72022
66506,72067
66476,72049
66509,72066
66461,72055
66493,72054
66464,72074
66472,72057
66440,72077
66457,72045
66463,72047
66457,72010
66460,72000
66436,71945
66467,71958
66398,71926
66427,71915
66379,71942
66402,71881
66399,71920
66385,71863
66419,71878
66393,71850
66415,71858
66394,71838
66393,71865
66393,71847
66385,71830
66364,71884
66393,71849
66387,71870
66393,71837
66380,71888
66379,71855
66401,71891
66398,71862
66386,71861
66404,71875
66428,71862
66395,71899
66397,71886
66379,71905
66399,71873
66412,71892
66395,71860
66426,71902
66381,71867
66393,71888
66389,71895
66438,71896
66382,71914
66399,71885
66392,71932
66401,71897
66385,71948
66415,71899
66375,71952
66409,71906
66403,71927
66405,71903
66454,71935
66393,71936
66437,71929
66396,71950
66422,71930
66385,71944
66412,71946
66416,71961
66421,71943
66417,71966
66413,71942
66436,71939
66428,71985
66424,71947
66412,71999
66405,71971
66428,71979
66425,71958
66448,71983
66422,71974
66448,71970
66417,71986
66429,71979
66402,71984
66453,71991
66452,72011
66422,71997
66458,72005
66429,71977
66470,71993
66440,72003
66445,72013
66420,72036
66434,72016
66420,72036
66437,72009
66422,72003
66407,71923
66429,71965
66398,71909
66407,71905
66382,71855
66438,71904
66373,71865
66400,71889
66396,71874
66414,71870
66351,71890
66385,71861
66378,71886
66382,71855
66356,71895
66376,71853
66351,71873
66394,71859
66350,71861
66352,71848
66383,71865
66362,71836
66410,71861
66365,71845
66398,71876
66369,71875
66386,71884
66350,71885
66383,71867
66388,71903
66399,71887
66384,71905
66390,71865
66403,71893
66365,71843
66398,71883
66376,71893
66401,71885
66372,71922
66399,71888
66370,71934
66389,71889
66381,71923
66388,71879
66429,71926
66386,71904
66407,71894
66404,71894
66401,71898
66368,71942
66389,71930
66405,71945
66384,71905
66411,71936
66384,71957
66415,71927
66386,71953
66417,71929
66385,71951
66435,71930
66387,71973
66393,71941
66403,71973
66386,71922
66405,71980
66397,71939
66427,71976
66407,71934
66403,71974
66402,71947
66424,71973
66418,71975
66406,71962
66403,72003
66404,71968
66401,71992
66409,71974
66434,72019
66406,71983
66437,71991
66392,71946
66397,71933
66388,71923
66387,71928
66353,71906
66385,71892
66337,71884
66379,71858
66332,71896
66361,71832
66354,71874
66351,71853
66351,71862
66354,71832
66367,71842
66350,71823
66382,71849
66351,71806
66346,71831
66330,71835
66378,71838
66333,71846
66354,71839
66335,71854
66373,71852
66314,71859
66344,71837
66356,71868
66347,71841
66340,71870
66341,71829
66364,71859
66340,71851
66364,71844
66350,71877
66358,71866
66336,71888
66377,71883
66335,71903
66380,71871
66359,71891
66356,71882
66359,71895
66350,71858
66376,71878
66343,71880
66398,71888
66382,71890
66366,71886
66376,71878
66389,71895
66346,71912
66370,71903
66342,71939
66358,71893
66362,71942
66366,71890
66395,71906
66344,71875
66385,71918
66344,71898
66380,71942
66370,71898
66395,71938
66353,71928
66382,71923
66368,71954
66378,71930
66358,71952
66378,71931
66378,71956
66356,71931
66384,71957
66343,71934
66371,71971
66352,71948
66387,71964
66362,71975
66378,71961
66380,71979
66401,71968
66350,71971
66371,71968
66372,71982
66358,71938
66400,71953
66339,71920
66380,71895
66345,71892
66380,71882
66324,71881
66352,71865
66301,71869
66328,71852
66323,71896
66298,71818
66328,71852
66316,71825
66338,71837
66306,71799
66326,71831
66296,71783
66344,71815
66288,71774
66309,71787
66314,71807
66334,71802
66277,71822
66289,71808
66318,71836
66325,71802
66311,71851
66305,71804
66344,71827
66297,71817
66311,71822
66301,71838
66332,71828
66296,71851
66324,71810
66290,71871
66294,71827
66315,71849
66295,71855
66317,71847
66277,71826
66310,71843
66306,71843
66322,71870
66314,71826
66314,71871
66296,71838
66330,71844
66310,71848
66333,71873
66290,71879
66323,71849
66277,71882
66316,71859
66314,71906
66322,71876
66316,71887
66295,71876
66339,71888
66326,71863
66341,71886
66293,71903
66320,71898
66302,71924
66307,71894
66327,71922
66313,71892
66310,71923
66342,71886
66362,71911
66327,71884
66359,71924
66313,71915
66337,71922
66313,71917
66345,71919
66302,71924
66339,71908
66326,71960
66307,71915
66335,71975
